# NETWORK DEVICE LOG FILE
# Generated sample logs for testing / parsing applications
# Format: TIMESTAMP | SEVERITY | DEVICE_TYPE | DEVICE | IP | EVENT_ID | MESSAGE
2026-09-14 00:02:07 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00001 | Authentication failure for management user
2026-09-14 19:25:28 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00292 | Optical RX power approaching threshold
2026-09-14 19:30:06 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00293 | Optical RX power approaching threshold
2026-09-14 19:32:39 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00294 | Authentication failure for management user
2026-09-14 19:38:33 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00295 | Memory utilization exceeded 80 percent
2026-09-14 19:42:01 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00296 | Interface error rate increased
2026-09-14 19:45:43 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00297 | Interface error rate increased
2026-09-14 19:49:04 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00298 | OSPF adjacency reached FULL state
2026-09-14 19:52:08 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00299 | Temperature approaching warning threshold
2026-09-14 19:58:37 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00300 | System health check completed
2026-09-14 20:02:33 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00301 | Memory utilization exceeded 80 percent
2026-09-14 20:06:38 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00302 | SNMP polling completed successfully
2026-09-14 20:08:54 | WARNING | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00303 | CPU utilization exceeded 75 percent
2026-09-14 20:12:26 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00304 | Memory utilization exceeded 80 percent
2026-09-14 20:17:26 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00305 | OSPF adjacency reached FULL state
2026-09-14 20:22:16 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00306 | NTP synchronization completed
2026-09-14 20:26:59 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00307 | Configuration backup completed successfully
2026-09-14 20:28:53 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00308 | Configuration backup completed successfully
2026-09-14 20:34:47 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00309 | NTP synchronization completed
2026-09-14 20:38:03 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00310 | BGP neighbor session reset
2026-09-14 20:40:26 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00311 | BGP neighbor session reset
2026-09-14 20:45:55 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00312 | BGP neighbor session established
2026-09-14 20:49:06 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00313 | NTP synchronization completed
2026-09-14 20:52:54 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00314 | DHCP lease assigned successfully
2026-09-14 20:57:07 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00315 | NTP synchronization delay detected
2026-09-14 21:00:51 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00316 | High packet discard rate detected
2026-09-14 21:06:39 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00317 | Temperature approaching warning threshold
2026-09-14 21:10:17 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00318 | CPU utilization returned to normal
2026-09-14 21:13:58 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00319 | DHCP lease assigned successfully
2026-09-14 21:16:11 | WARNING | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00320 | NTP synchronization delay detected
2026-09-14 21:20:09 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00321 | Configuration backup completed successfully
2026-09-14 21:24:24 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00322 | Memory utilization exceeded 80 percent
2026-09-14 21:29:19 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00323 | Optical signal loss detected on PON interface
2026-09-14 21:34:38 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00324 | S1 interface packet loss detected
2026-09-14 21:36:43 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00325 | Optical signal level within acceptable range
2026-09-14 21:41:31 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00326 | CPU utilization exceeded 75 percent
2026-09-14 21:45:13 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00327 | DHCP lease assigned successfully
2026-09-14 21:49:43 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00328 | Optical RX power approaching threshold
2026-09-14 21:54:19 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00329 | Subscriber session established
2026-09-14 21:58:03 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00330 | Memory utilization is within normal threshold
2026-09-14 22:00:49 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00331 | Optical signal loss detected on PON interface
2026-09-14 22:05:18 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00332 | SNMP polling completed successfully
2026-09-14 22:08:31 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00333 | OSPF neighbor adjacency established
2026-09-14 22:14:35 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00334 | Configuration backup completed successfully
2026-09-14 22:17:55 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00335 | Cell sector A status changed to ACTIVE
2026-09-14 22:21:36 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00336 | NTP synchronization delay detected
2026-09-14 22:26:26 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00337 | SNMP polling completed successfully
2026-09-14 22:29:01 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00338 | CPU utilization returned to normal
2026-09-14 22:34:29 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00339 | Configuration backup completed successfully
2026-09-14 22:37:54 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00340 | Subscriber session established
2026-09-14 22:41:33 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00341 | System health check completed
2026-09-14 22:46:21 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00342 | OSPF adjacency reached FULL state
2026-09-14 22:48:32 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00343 | Optical RX power approaching threshold
2026-09-14 22:53:22 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00344 | ONU optical power within normal range
2026-09-14 22:56:11 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00345 | Optical signal loss detected on PON interface
2026-09-14 23:02:04 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00346 | Optical signal loss detected on PON interface
2026-09-14 23:06:31 | ERROR   | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00347 | Optical signal loss detected on PON interface
2026-09-14 23:10:48 | ERROR   | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00348 | BGP neighbor session reset
2026-09-14 23:14:41 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00349 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 23:17:09 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00350 | Configuration backup completed successfully
2026-09-14 23:21:28 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00351 | Optical signal level within acceptable range
2026-09-14 23:26:03 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00352 | Optical RX power approaching threshold
2026-09-14 23:28:19 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00353 | Memory utilization exceeded 80 percent
2026-09-14 23:32:03 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00354 | BGP neighbor session established
2026-09-14 23:36:41 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00355 | Temperature approaching warning threshold
2026-09-14 23:41:29 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00356 | Memory utilization exceeded 80 percent
2026-09-14 23:46:41 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00357 | OSPF adjacency reached FULL state
2026-09-14 23:50:09 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00358 | S1 interface connection established
2026-09-14 23:54:05 | WARNING | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00359 | PON interface utilization exceeded 70 percent
2026-09-14 23:57:33 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00360 | DHCP lease assigned successfully
