# COMBINED NETWORK DEVICE LOG FILE
# 600 network device log records
# Contains BTS, OLT, CPAN, ROUTER, SWITCH and FIREWALL logs
2026-09-14 00:00:17 | ERROR   | DEVICE_TYPE=BTS      | DEVICE=BTS-AHM-001        | IP=10.20.1.11    | EVENT_ID=EVT-00001 | RRU communication link failed
2026-09-14 09:49:38 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00099 | Service module restart required
2026-09-14 09:58:20 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00100 | CPAN service module initialized
2026-09-14 00:03:21 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00001 | BGP neighbor session established
2026-09-14 00:07:01 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00002 | Route update received from peer
2026-09-14 00:14:11 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00003 | Route update received from peer
2026-09-14 00:19:15 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00004 | Route update received from peer
2026-09-14 00:26:50 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00005 | Packet loss detected on uplink
2026-09-14 00:30:24 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00006 | WAN interface utilization exceeded 80 percent
2026-09-14 00:38:50 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00007 | OSPF adjacency reached FULL state
2026-09-14 00:43:47 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00008 | WAN interface utilization exceeded 80 percent
2026-09-14 00:48:58 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00009 | Route update received from peer
2026-09-14 00:57:17 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00010 | Packet loss detected on uplink
2026-09-14 01:04:02 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00011 | NTP synchronization completed
2026-09-14 01:07:29 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00012 | NTP synchronization completed
2026-09-14 01:12:33 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00013 | BGP neighbor session established
2026-09-14 01:22:53 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00014 | Route update received from peer
2026-09-14 01:25:14 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00015 | OSPF adjacency reached FULL state
2026-09-14 01:30:32 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00016 | Packet loss detected on uplink
2026-09-14 01:38:40 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00017 | High packet discard rate detected
2026-09-14 01:45:51 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00018 | NTP synchronization completed
2026-09-14 01:49:02 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00019 | WAN interface utilization exceeded 80 percent
2026-09-14 01:56:55 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00020 | WAN interface utilization exceeded 80 percent
2026-09-14 02:01:34 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00021 | High packet discard rate detected
2026-09-14 02:07:15 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00022 | OSPF adjacency reached FULL state
2026-09-14 02:14:40 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00023 | High packet discard rate detected
2026-09-14 02:18:39 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00024 | BGP neighbor session established
2026-09-14 02:24:23 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00025 | BGP neighbor session reset
2026-09-14 02:32:41 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00026 | Route update received from peer
2026-09-14 02:37:52 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00027 | BGP neighbor session reset
2026-09-14 02:43:28 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00028 | NTP synchronization completed
2026-09-14 02:52:21 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00029 | Packet loss detected on uplink
2026-09-14 02:58:44 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00030 | Packet loss detected on uplink
2026-09-14 03:02:32 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00031 | Route update received from peer
2026-09-14 03:09:31 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00032 | Route update received from peer
2026-09-14 03:13:40 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00033 | BGP neighbor session established
2026-09-14 03:20:25 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00034 | NTP synchronization completed
2026-09-14 03:25:21 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00035 | NTP synchronization completed
2026-09-14 03:31:10 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00036 | WAN interface utilization exceeded 80 percent
2026-09-14 03:37:27 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00037 | BGP neighbor session reset
2026-09-14 03:45:47 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00038 | BGP neighbor session established
2026-09-14 03:48:47 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00039 | Route update received from peer
2026-09-14 03:55:03 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00040 | High packet discard rate detected
2026-09-14 04:02:13 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00041 | BGP neighbor session reset
2026-09-14 04:10:58 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00042 | WAN interface utilization exceeded 80 percent
2026-09-14 04:15:44 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00043 | BGP neighbor session reset
2026-09-14 04:19:20 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00044 | High packet discard rate detected
2026-09-14 04:28:46 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00045 | Route update received from peer
2026-09-14 04:33:40 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00046 | Packet loss detected on uplink
2026-09-14 04:36:01 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00047 | BGP neighbor session established
2026-09-14 04:46:59 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00048 | BGP neighbor session reset
2026-09-14 04:48:10 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00049 | Route update received from peer
2026-09-14 04:56:41 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00050 | WAN interface utilization exceeded 80 percent
2026-09-14 05:01:12 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00051 | Packet loss detected on uplink
2026-09-14 05:06:02 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00052 | NTP synchronization completed
2026-09-14 05:15:21 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00053 | Route update received from peer
2026-09-14 05:21:47 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00054 | NTP synchronization completed
2026-09-14 05:24:27 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00055 | Packet loss detected on uplink
2026-09-14 05:30:42 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00056 | OSPF adjacency reached FULL state
2026-09-14 05:37:58 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00057 | NTP synchronization completed
2026-09-14 05:46:08 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00058 | NTP synchronization completed
2026-09-14 05:49:10 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00059 | WAN interface utilization exceeded 80 percent
2026-09-14 05:58:19 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00060 | NTP synchronization completed
2026-09-14 06:01:00 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00061 | High packet discard rate detected
2026-09-14 06:08:56 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00062 | NTP synchronization completed
2026-09-14 06:16:58 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00063 | BGP neighbor session established
2026-09-14 06:18:44 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00064 | OSPF adjacency reached FULL state
2026-09-14 06:28:41 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00065 | NTP synchronization completed
2026-09-14 06:32:54 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00066 | Packet loss detected on uplink
2026-09-14 06:40:13 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00067 | Packet loss detected on uplink
2026-09-14 06:42:04 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00068 | OSPF adjacency reached FULL state
2026-09-14 06:48:57 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00069 | BGP neighbor session reset
2026-09-14 06:55:33 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00070 | NTP synchronization completed
2026-09-14 07:02:46 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00071 | Route update received from peer
2026-09-14 07:10:10 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00072 | WAN interface utilization exceeded 80 percent
2026-09-14 07:12:59 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00073 | BGP neighbor session established
2026-09-14 07:18:17 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00074 | WAN interface utilization exceeded 80 percent
2026-09-14 07:27:42 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00075 | High packet discard rate detected
2026-09-14 07:30:08 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00076 | Route update received from peer
2026-09-14 07:40:58 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00077 | High packet discard rate detected
2026-09-14 07:45:40 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00078 | Route update received from peer
2026-09-14 07:49:49 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00079 | Packet loss detected on uplink
2026-09-14 07:56:04 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00080 | Packet loss detected on uplink
2026-09-14 08:01:28 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00081 | NTP synchronization completed
2026-09-14 08:09:19 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00082 | WAN interface utilization exceeded 80 percent
2026-09-14 08:16:37 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00083 | OSPF adjacency reached FULL state
2026-09-14 08:21:43 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00084 | Route update received from peer
2026-09-14 08:27:56 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00085 | Route update received from peer
2026-09-14 08:33:46 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00086 | WAN interface utilization exceeded 80 percent
2026-09-14 08:37:51 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00087 | OSPF adjacency reached FULL state
2026-09-14 08:42:39 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00088 | High packet discard rate detected
2026-09-14 08:49:20 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00089 | WAN interface utilization exceeded 80 percent
2026-09-14 08:54:15 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00090 | BGP neighbor session reset
2026-09-14 09:02:27 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00091 | WAN interface utilization exceeded 80 percent
2026-09-14 09:07:18 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00092 | NTP synchronization completed
2026-09-14 09:15:04 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00093 | NTP synchronization completed
2026-09-14 09:19:32 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00094 | Route update received from peer
2026-09-14 09:26:11 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-02    | IP=10.20.0.2     | EVENT_ID=EVT-00095 | OSPF adjacency reached FULL state
2026-09-14 09:33:22 | ERROR   | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00096 | BGP neighbor session reset
2026-09-14 09:39:48 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00097 | BGP neighbor session established
2026-09-14 09:44:32 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00098 | NTP synchronization completed
2026-09-14 09:51:27 | WARNING | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00099 | WAN interface utilization exceeded 80 percent
2026-09-14 09:56:19 | INFO    | DEVICE_TYPE=ROUTER   | DEVICE=RTR-AHM-CORE-01    | IP=10.20.0.1     | EVENT_ID=EVT-00100 | NTP synchronization completed
2026-09-14 00:03:14 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00001 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 00:08:18 | ERROR   | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00002 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 00:16:04 | ERROR   | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00003 | STP topology change detected
2026-09-14 00:19:01 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00004 | MAC address learned on interface
2026-09-14 00:25:11 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00005 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 00:30:15 | ERROR   | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00006 | STP topology change detected
2026-09-14 00:40:32 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00007 | STP topology stable
2026-09-14 00:45:55 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00008 | MAC address learned on interface
2026-09-14 00:48:54 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00009 | SNMP polling completed successfully
2026-09-14 00:57:38 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00010 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 01:04:11 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00011 | SNMP polling completed successfully
2026-09-14 01:08:50 | ERROR   | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00012 | STP topology change detected
2026-09-14 01:12:25 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00013 | Broadcast traffic exceeded threshold
2026-09-14 01:22:31 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00014 | Interface error rate increased
2026-09-14 01:25:51 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00015 | SNMP polling completed successfully
2026-09-14 01:34:30 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00016 | MAC address learned on interface
2026-09-14 01:37:23 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00017 | SNMP polling completed successfully
2026-09-14 01:44:31 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00018 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 01:52:52 | ERROR   | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00019 | STP topology change detected
2026-09-14 01:55:13 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00020 | MAC address learned on interface
2026-09-14 02:04:35 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00021 | Broadcast traffic exceeded threshold
2026-09-14 02:06:41 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00022 | SNMP polling completed successfully
2026-09-14 02:12:14 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00023 | STP topology stable
2026-09-14 02:20:26 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00024 | STP topology stable
2026-09-14 02:28:06 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00025 | Interface error rate increased
2026-09-14 02:34:16 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00026 | MAC address learned on interface
2026-09-14 02:36:20 | ERROR   | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00027 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 02:46:54 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00028 | Interface error rate increased
2026-09-14 02:51:49 | ERROR   | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00029 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 02:55:47 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00030 | MAC address learned on interface
2026-09-14 03:03:43 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00031 | Broadcast traffic exceeded threshold
2026-09-14 03:07:57 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00032 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 03:15:11 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00033 | SNMP polling completed successfully
2026-09-14 03:20:42 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00034 | Interface error rate increased
2026-09-14 03:28:10 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00035 | STP topology stable
2026-09-14 03:34:30 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00036 | Interface error rate increased
2026-09-14 03:38:18 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-ACC-01      | IP=10.20.0.21    | EVENT_ID=EVT-00037 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 03:42:34 | WARNING | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00038 | Broadcast traffic exceeded threshold
2026-09-14 03:48:16 | INFO    | DEVICE_TYPE=SWITCH   | DEVICE=SW-AHM-CORE-01     | IP=10.20.0.11    | EVENT_ID=EVT-00039 | SNMP polling completed successfully
